Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"Data’s role in workforce-related decision-making will continue to expand &amp; HR leaders must be a driving force behind it. 📈 https://t.co/XbZJmLxRYx Follow these 9 tips for building a People Analytics Strategy with real business impact! 🎯
#HR #HumanResources #PeopleAnalytics https://t.co/sukmAnl021",2022-07-06 13:16:02,en,,1.0,2.0,,AIHR | Academy to Innovate HR,"At the Academy to Innovate HR (AIHR), it is our mission to make HR future-proof by offering world-class, online education programs available anywhere, anytime.",6907.0,3213.0,1942.0,13025.0,335.0,False,,,@AIHR_Academy
"Book Review:

Handbook of Regression Modeling in People Analytics: With Examples in R and Python

https://t.co/VYtbBHfSVV https://t.co/VijdfrD8IA",2022-07-06 11:49:46,en,,11.0,5.0,,Paul Naish,Global Head of Portfolio @ Taylor & Francis #Mathematics #Statistics #DataScience #HistSci #STS #scicomm. Fan of: 🐕🍪☀️🍦Views = mine.,15853.0,19666.0,19874.0,20153.0,259.0,False,,,@PaulNaish78
"RT @UNIR_Peru: 📢🌐 @UNIRuniversidad te invita a una clase gratuita con Enrique Robles, HR Business Partner en #BBVA, Yolanda Gutiérrez, de @…",2022-07-06 11:32:25,es,,0.0,2.0,,UNIRalumni,"#UNIRalumni es el proyecto de la #Universidad Internacional de la Rioja @UNIRuniversidad con eventos culturales, tecnológicos y educativos con los #Alumni",3735.0,2127.0,279.0,4328.0,42.0,False,,,@UNIRalumni
"People Analytics Intern (6 months, full-time) - Trabajo en España
https://t.co/FA29enfNlh",2022-07-06 09:58:32,es,,0.0,0.0,,DataDotCoaZa,"Digital creator.... 
Stay up-to-date with the latest current affairs as they become available",76834.0,18302.0,2515.0,2450.0,0.0,False,,,@DataDotcoaza
"Ever wondered how People Analytics help build an organization? Here is @MahurkarAnand on ETCIO, about how AI creates personas that enable organizations to hire the right talent and improve employee retention worldwide:
https://t.co/G1apYn76af",2022-07-06 09:23:05,en,,1.0,0.0,,Findability Sciences,"A leading, award-winning, Enterprise AI Company helping businesses worldwide realize the true potential of data and become data superpowers.",1498.0,48.0,96.0,281.0,34.0,False,,,@fsci
"📢 ¡Hoy, aprende cuáles son los retos y oportunidades a los que se enfrentan los responsables de #GestiónDelTalento!

Con Enrique Robles, de @BBVANext; Yolanda Gutiérrez, de @ESgloballaw, y Miguel Avellaneda y Pablo Navarro, de @Telefonica.

✍ Apúntate 👇https://t.co/Zd7YaeDk0a",2022-07-06 08:30:06,es,,0.0,0.0,,UNIR | La Universidad en Internet,"💻🎓 #UNIR, la #Universidad en Internet 

➡https://t.co/ow6r9lEZg7 
➡https://t.co/mGCUHbcSUI
 
📲 Sigue y comparte con #UNIRalumni y #YoSoyUNIR",58057.0,42007.0,1544.0,36365.0,692.0,True,,,@UNIRuniversidad
People Analytics: The key to talent hiring and retention #Analytics #PeopleAnalytics #AnandMahurkar #AashishNuhani #Personas #SvNathan #NaturalLanguageProcessing #LeapCommerce #DeloitteIndia #FindabilitySciences  https://t.co/9nsVbRYSGo,2022-07-06 07:00:10,en,,0.0,0.0,,Jais George,,132061.0,110.0,432.0,712.0,102.0,False,,,@jais_george
"RT @OlivettiOnline: #TIMPeopleAnalytics è la soluzione powered by #Olivetti che trasforma le città in #SmartCity 🏙️
Scopri come le #analisi…",2022-07-06 05:48:35,it,,0.0,4.0,,Una Pizza con la Tecnologia,"Fatti una pizza con la tecnologia, segui questo canale per notizie ed aggiornamenti importanti per la tua azienda. #Digitale #Business",9651.0,7758.0,1834.0,2027.0,8.0,False,,,@UnaTecnologia
"RT @OlivettiOnline: #TIMPeopleAnalytics è la soluzione powered by #Olivetti che trasforma le città in #SmartCity 🏙️
Scopri come le #analisi…",2022-07-06 05:46:39,it,,0.0,4.0,,gaetano di tondo,ogni opinione espressa è personale,69096.0,94570.0,5006.0,3802.0,402.0,False,,,@gdt62
"The period of ‘great resignation’ in the recent past and layoffs happening at startups across the world could have been abated if organizations were to deploy and use people analytics more diligently

@Deloitte #ETCIO #peopleanalytics #startups #nlpoli 

https://t.co/5x3aqrsgD0",2022-07-06 05:43:34,en,,1.0,0.0,,ET CIO,"https://t.co/AdKDgL7U7x is a comprehensive media vertical envisioned to offer news, information and insightful data to IT decision-makers across all industries.",40730.0,1506.0,1750.0,10762.0,95.0,True,,,@ET_CIO
"RT @OlivettiOnline: #TIMPeopleAnalytics è la soluzione powered by #Olivetti che trasforma le città in #SmartCity 🏙️
Scopri come le #analisi…",2022-07-06 05:39:25,it,,0.0,4.0,,Luigi Emanuele Di Marco,🎬 #Media 💻 #Innovation 💡 #VR 🥽 Social Media Specialist per @OlivettiOnline ed @ArchOlivetti 🧘🏻‍♂️,5243.0,7633.0,471.0,263.0,6.0,False,,,@LuigiEmanueleDi
"#TIMPeopleAnalytics è la soluzione powered by #Olivetti che trasforma le città in #SmartCity 🏙️
Scopri come le #analisi avanzate di presenza e movimento aiutino PA e aziende nella creazione di servizi innovativi 💡

▶️ https://t.co/KY9c4rxmIk
#DesignMeetsTechnology #TIMbusiness2B https://t.co/qQJKjkz4eM",2022-07-06 05:38:47,it,,13.0,4.0,,Olivetti,Digital Company #IoT del Gruppo TIM | Supportiamo il processo di evoluzione digitale del Paese - #Olivetti #DesignMeetsTechnology,10349.0,9445.0,3323.0,10509.0,214.0,False,,,@OlivettiOnline
"At Deloitte Australia, we don't only do exciting #peopleanalytics for clients, we also have a very cool bunch of people using People Analytics to make our own internal employee experience more awesome.
If you would like to join our internal team, we have…https://t.co/NzB87zEATa",2022-07-06 02:38:11,en,,0.0,0.0,,Greg Newman,"Excited by People Analytics, data driven HR, travelling & getting lost. Probably the worlds oldest millennial.",925.0,6136.0,843.0,651.0,45.0,False,,,@_6RE6
"RT @rebelhrguy: Listening to ""RHR 106: People Analytics for Action with Ian White"" at  https://t.co/VP4E7G4PWl 

#hranalytics #hr #hrcommun…",2022-07-05 23:41:25,en,,0.0,1.0,,Steve Browne,"Strategic HR pro, proud OU Bobcat, lover of all Rock music and confessed HR Radical !! Author of the best-seller ""HR on Purpose !!"" and ""HR Rising !!""",85040.0,97033.0,33768.0,47570.0,1414.0,False,,,@sbrownehr
"RT @analytics_pksi: Optimize Your HR Operations with People Analytics https://t.co/FdLY9G44F9

#EmployeeEngagement #employeeexperience #Wor…",2022-07-05 21:40:33,en,,0.0,1.0,,Zupnick & Associates,"Your reasons for retention.
.
Insurance brokerage based in NYC, servicing employers nationwide. 
.
Click the link for our blog!",18222.0,32121.0,5666.0,5155.0,24.0,False,,,@ZupnickandA
"Listening to ""RHR 106: People Analytics for Action with Ian White"" at  https://t.co/VP4E7G4PWl 

#hranalytics #hr #hrcommunity",2022-07-05 21:08:30,en,,2.0,1.0,,Kyle Roed,"HR Guy, Host of Rebel Human Resources. Father of three, Disruptor, Speaker, Musician, International VP, Investor in People.",522.0,603.0,1412.0,1249.0,16.0,False,,,@rebelhrguy
"👀 @tommckeown has been spotted in David Green's newsletter as a top #peopleanalytics article in June! 👀
https://t.co/PEmwua9KoA https://t.co/mMpQz03qMT",2022-07-05 20:29:54,en,,1.0,0.0,,isolved,"isolved People Cloud, helps human resources leaders employ, empower and engage their workforce through self-service and self-learning tools.",8718.0,1748.0,903.0,1371.0,0.0,False,,,@isolvedhcm
"RT @UNIR_Peru: 📢🌐 @UNIRuniversidad te invita a una clase gratuita con Enrique Robles, HR Business Partner en #BBVA, Yolanda Gutiérrez, de @…",2022-07-05 20:08:17,es,,0.0,2.0,,UNIR | La Universidad en Internet,"💻🎓 #UNIR, la #Universidad en Internet 

➡https://t.co/ow6r9lEZg7 
➡https://t.co/mGCUHbcSUI
 
📲 Sigue y comparte con #UNIRalumni y #YoSoyUNIR",58057.0,42007.0,1544.0,36365.0,692.0,True,,,@UNIRuniversidad
Making decisions using data can change every aspect of a business. Learn how people analytics can provide actionable insight to HR business leaders. https://t.co/qONaAe1kJW,2022-07-05 20:08:00,en,,1.0,0.0,,Qlik,"Qlik is committed to changing the world by making it easier for people to make more insightful, data-driven decisions and act on them.",18787.0,4489.0,2029.0,69860.0,1516.0,True,,,@qlik
"📢🌐 @UNIRuniversidad te invita a una clase gratuita con Enrique Robles, HR Business Partner en #BBVA, Yolanda Gutiérrez, de @ESgloballaw, Miguel Avellaneda y Pablo Navarro de @Telefonica 

Más información e inscripción👇
https://t.co/dcoTmax1Gf",2022-07-05 20:00:06,es,,3.0,2.0,,UNIR Perú,"@UNIRuniversidad La Universidad Internacional de La Rioja en #Perú, una universidad oficial, 100% online con clases en vivo y en diferido y tutor personal",1200.0,277.0,86.0,292.0,1.0,False,,,@UNIR_Peru
"Estágio de People Analytics - Grupo Soma - Home Office - 
Confira nossos destaques: https://t.co/tTrp8nGIQ0
https://t.co/SJbPV1v4Cp",2022-07-05 19:27:39,es,,0.0,0.0,,RIO VAGAS DE EMPREGO RJ,"RJ EMPREGOS: VAGAS DE EMPREGO, ESTÁGIO E TRAINEE NO RIO DE JANEIRO - RJ
Grupos de Emprego e App de Empregos: https://t.co/MuL4IUQDo0",156826.0,41.0,2419.0,2889.0,2.0,False,,,@rjvagasriobr
"Estágio de People Analytics - Grupo Soma - Home Office - 
Confira nossos destaques: https://t.co/tEfyZzOC2i
https://t.co/SKWLkBsuCK",2022-07-05 19:26:55,es,,0.0,0.0,,RJ EMPREGOS: RIO VAGAS DE EMPREGO RJ,"RJ EMPREGOS: VAGAS DE EMPREGO, ESTÁGIO E TRAINEE NO RIO DE JANEIRO - RJ
Grupos de Emprego e App de Empregos: https://t.co/YtbMwpWLRU",302063.0,61.0,4994.0,4448.0,14.0,False,,,@rjempregos
"With voluntary resignations at an all-time high, adhering to #employeeretention has been the objective for many organizations. See how #peopleanalytics help improve your bottom line👍: https://t.co/WrPZZRLpnq",2022-07-05 19:15:02,en,,0.0,0.0,,PREDICTIVEHR Talent Data,"PREDICTIVEHR takes a consultative approach to understand your challenges & builds people, processes, & tech solutions specific to your company’s needs.",718.0,139.0,989.0,427.0,2.0,False,,,@TalentData
"Payday HCM's Quarter 3, 2022 Newsletter, The Payday Way"" is now published! Learn about Predictive People Analytics. Workplace Investigations, Employee Mental Health Coverage, and MORE! Quarter 3 2022 Newsletter Released https://t.co/yB21VnEMrQ https://t.co/DnNjit6O4A",2022-07-05 19:14:39,en,,0.0,0.0,,Payday HCM,"PAYDAY HCM is a human capital management firm providing trusted solutions and compliance in an ever-changing regulatory environment.
#ACA #Payroll #Business",1851.0,108.0,31.0,160.0,18.0,False,,,@PaydayHCM
"montei uma planilha maravilhosa com dados de diagnóstico
tão boa que acharam que foi people analytics que fez 😍🤩🥳
tão boa que acharam que foi people analytics que fez 🥵🤬🖕",2022-07-05 19:04:59,pt,,1.0,0.0,,ela é tão galera,why be a basic bitch when you can be stunning,43455.0,19242.0,438.0,2345.0,138.0,False,,,@atmaaaaandyy
"With more &amp; more organizations already implementing a successful people analytics strategy, are you taking the necessary strides to make sure that your organization doesn't get left behind? #Infonex #PublicSector #PeopleAnalytics 

https://t.co/WvVAtHKvBO https://t.co/r6dsIUlljU",2022-07-05 18:56:30,en,,0.0,0.0,,Infonex Inc.,"INFONEX is a recognized name in providing timely, useful business information in the form of conferences to both private sector and government executives.",2265.0,293.0,1243.0,307.0,11.0,False,,,@INFONEX
"❓Prise de décisions stratégiques #RH : utilisez-vous la démarche #PeopleAnalytics ?

💡 Si ce n'est pas encore le cas, Samboy Camara (#Heaviside) vous donne liste l'intérêt d'exploiter la #data à travers 5 cas d'application ⤵️ https://t.co/HTv52KZwh6",2022-07-05 18:00:22,fr,,3.0,2.0,,Parlons RH,Agence de #marketingRH dédié à 100% à l'écosystème #RH. #MarqueEmployeur #CM #BrandContent #ComRH #InboundRecruiting,52056.0,9883.0,744.0,43140.0,1458.0,False,,,@ParlonsRH
"Optimize Your HR Operations with People Analytics https://t.co/FdLY9G44F9

#EmployeeEngagement #employeeexperience #Workforce #PeopleAnalytics #DataAnalytics #DeepLearning #MachineLearning #ArtificialIntelligence #Analytics #hr #BigData #MachineLearning #AI https://t.co/CQLjwK0Qv6",2022-07-05 17:48:59,en,,2.0,1.0,,Pegasus Knowledge Solutions,"PKSI is an independent, AI and  Advanced Analytics software and services organization. Our end-to-end Cloud Solution offerings include AWA and ABA.",846.0,30.0,15.0,25.0,1.0,False,,,@analytics_pksi
"RT @FMB_Modena: Venerdì 8 luglio 2022 - ONLINE《La people analytics nelle imprese italiane: stato dell’arte e prospettive》
Iscriviti https:/…",2022-07-05 16:36:34,it,,0.0,1.0,,UNIMORE,Account ufficiale dell'Università degli Studi di Modena e Reggio Emilia,4661.0,100.0,137.0,5978.0,0.0,False,,,@UNIMORE_univ
"#cloud ☁️ #AI #ML 

How can AI help organizations develop leaders at all levels? Access this article for an interesting perspective on how advanced analytics can improve coaching and mentoring within a staff. https://t.co/dUpWiFxRnF",2022-07-05 16:30:01,en,,0.0,0.0,,Archon Security,"Microsoft Silver Partner, #Cloud ☁️, #PCI, #HIPAA, #SecurityasaService🛡️, #Azure, #BCDR, #IoT, #Office365, #Compliance, #AI, #ML. Contact us 👇",103625.0,119984.0,3965.0,12254.0,162.0,False,,,@archonsec
"A Smarter, Safer Workplace Needs An Industrial Internet Of People : #analytics #googleads #facebookads https://t.co/FE542vUxC1",2022-07-05 16:26:10,en,,0.0,0.0,,😷 Datos Digital,Data-obsessed performance marketing specialists. #FacebookAds #GoogleAds #Automation #Analytics #GTM 📈 Analyze 🔨 Build 📣 #Funnels 🏆 Win,102981.0,585.0,3297.0,6473.0,90.0,False,,,@datos_digital
People first -that’s my mantra as a leader and it works best when you have some great tools to back that up. Have a look at how these seven people analytics dashboards could provide the insights your organization has been searching for.   https://t.co/9MXA5Untpo,2022-07-05 16:02:53,en,,0.0,0.0,,Heather Murray,VP of #Vendor #Marketing @TDSYNNEX,1234.0,6167.0,338.0,406.0,5.0,False,,,@hmurray100
Are you interested in a career at Deloitte? Our Human Capital People Analytics team is hiring! Apply now! https://t.co/1K8tdDanw6 https://t.co/BMT1t8vQtP,2022-07-05 16:00:03,en,,0.0,0.0,,Alexander Sultan,"International Ninja, Sushi Snob, Global Management Consultant & Advisor, Amateur Photographer, London Business School Alumnus & Former Alpha Kappa Psi President",3336.0,1279.0,897.0,705.0,37.0,False,,,@globalsuit
"RT @aggity: #News | El 24 de junio se realizó el primer desayuno de #PeopleAnalytics, en la que asistieron directivos/as de #RRHH con respo…",2022-07-05 15:49:34,es,,0.0,2.0,,Oscar Mz Tovilla,,6009.0,18.0,228.0,112.0,18.0,False,,,@Omzt56
"Organizations that adopt people analytic strategies where employees are primarily identified as datasets run the risk of creating an empathy gap where employees will feel poorly understood. 
https://t.co/UoWaPfKQJ5",2022-07-05 14:38:32,en,,0.0,0.0,,Dr.Patricia Thompson,Corporate psychologist & executive coach. Bringing joy to work.  Consulting:https://t.co/AGVzy0HZB8 Book:https://t.co/vgMrXxYA1v Courses:https://t.co/xnRhBFaCM2,6742.0,2997.0,2472.0,2795.0,31.0,False,,,@Patricia_ATL
"Data tells you exactly where you have been, what worked, what didn’t, and why.

Join us tomorrow for the last session in our #peopleanalytics Masterclass Series and learn how to create an HR strategy based on data insights 🕴🗺📈

Learn more &amp; join: https://t.co/UiQwZVbgkC",2022-07-05 14:07:59,en,,2.0,0.0,,Orgnostic,The people analytics platform for fast growing companies. Let's jumpstart your people analytics journey 📊 💡 🏄‍♂️,172.0,91.0,98.0,141.0,2.0,False,,,@Orgnostic
"Which SAP People Analytics Technologies do we work with?
We enable SuccessFactors customers to achieve #peopleanalytics success with the native #SuccessFactors and #SAP technologies.

Want to find out more about 3n Strategy? Visit: https://t.co/HGq3EVFBIq

#hranalytics #hris https://t.co/mEKPABAVJC",2022-07-05 13:32:40,en,,0.0,0.0,,3n Strategy,#HRAnalytics #PeopleAnalytics #TalentAnalytics #WorkforceAnalytics. Strategic #WorkforcePlanning. People/HR Transformations. Founded @HRAnalyticsTT.,1282.0,263.0,1944.0,887.0,43.0,False,,,@3nStrategy
"RT @Talentoday: When mishandled, these efforts can send the wrong messages to a workforce and – even worse – double down on biased decision…",2022-07-05 13:21:24,en,,0.0,1.0,,Andrew Limouris,"President & CEO @medixteam & @Talentoday | Husband & Dad | Sports Fan 🧀🐤| Football Coach | Purpose, Innovation & Idea Enthusiast | Author, ""Won with Purpose""",3982.0,10113.0,1687.0,1146.0,20.0,False,,,@limouris
"¿En qué se traduce people analytics? Big Data, machine learning e inteligencia artificial https://t.co/aISjo4VtCt",2022-07-05 11:01:27,es,,0.0,0.0,,ADN Corporativo,Cada organización tiene su ADN en forma de una cultura y manera única de gestionar su estrategia. Ayudamos a descubrir tu código. Somos ORH Venezuela 🇻🇪🇪🇸,32194.0,552.0,2465.0,5628.0,166.0,False,,,@GerenciaenGotas
"RT @aggity: #News | El 24 de junio se realizó el primer desayuno de #PeopleAnalytics, en la que asistieron directivos/as de #RRHH con respo…",2022-07-05 10:54:06,es,,0.0,2.0,,observatoriorh.com,"Publicación impresa y online especializada en gestión de #RRHH #recursoshumanos  #liderazgo  #engagement #talento #laboral 
IG: https://t.co/Wwabrov33v",30427.0,2515.0,772.0,13500.0,525.0,False,,,@ORH_RH
Sapiens Mindset aplica su método people analytics al proyecto europeu #True liderado por la Universidad de Barcelona https://t.co/92Oxbthn1C,2022-07-05 09:49:42,es,,0.0,0.0,,Albert Riba 💛💙,In a continuous process of transformation From @SapiensMindset We create our own #peopleanalytics method based on books https://t.co/hyDqo2WczS #cvfracasional,51016.0,13181.0,299.0,3890.0,288.0,False,,,@AlbertRiba
RT @JasonRTunney: At So Energy we recently held an internal job fair. Great experience for all involved and some insightful people analytic…,2022-07-05 08:32:52,en,,0.0,2.0,,Monica Collings,"Chief Executive Officer at So Energy, part of ESB Group. Working on net zero. Championing gender equality in the energy industry. All views are my own.",351.0,270.0,205.0,68.0,0.0,False,,,@MsMonicaColling
"RT @ORH_RH: 🤖Cómo traduce people analytics? Big Data, machine learning, inteligencia artificial. La robotización es una oportunidad para qu…",2022-07-05 08:04:11,es,,0.0,1.0,,aggity,Consultora de Transformación Digital especializada en soluciones de #Industria40 #MarketingDigital #RRHH #Finanzas con presencia en Europa y LATAM,10514.0,2164.0,762.0,1364.0,93.0,False,,,@aggity
"#News | El 24 de junio se realizó el primer desayuno de #PeopleAnalytics, en la que asistieron directivos/as de #RRHH con responsabilidades en el área de #analíticadedatos. 🤝  

@ORH_RH @carloscabg 👨🏽‍💼👩🏻‍💼

🔗  https://t.co/zAeiv0Qj6a https://t.co/UysBYhQtJQ",2022-07-05 08:04:07,es,,3.0,2.0,,aggity,Consultora de Transformación Digital especializada en soluciones de #Industria40 #MarketingDigital #RRHH #Finanzas con presencia en Europa y LATAM,10514.0,2164.0,762.0,1364.0,93.0,False,,,@aggity
"People analytics in de praktijk: wat kunnen we ermee?

https://t.co/JrwJRpN61g https://t.co/8VtDptc3kT",2022-07-05 07:45:23,nl,,0.0,0.0,,Executive Finance,"Hét platform voor de financial executive in de boardroom. Exclusief, voor het financiële 'neusje van de zalm' in Nederland | CFO | Financieel directeur",9098.0,179.0,633.0,508.0,22.0,False,,,@ExecutiveFinan
RT @HRCurator: RT @Activ8_Intel: Where does #AI come in to #peopleanalytics and how can we ensure that it is used in a fair way? Read our l…,2022-07-05 00:00:48,en,,0.0,1.0,,jayeshthakur,"Husband, Father, Student, Security n00b. Interested in Cyber Security Research, Pen testing, RED Teaming, & Threat Hunting, Thoughts and Tweets are my own.",222981.0,1437.0,789.0,3046.0,113.0,False,,,@jayeshmthakur
"People Analytics, la herramienta para predecir los desafíos en las áreas de Recursos Humanos (RRHH) https://t.co/DuD34mEvpe",2022-07-04 23:03:57,es,,0.0,0.0,,Humania,Expertos en Valor Agregado,17178.0,0.0,38.0,119.0,24.0,False,,,@humaniamx
"People Analytics, la herramienta para predecir los desafíos en las áreas de Recursos Humanos (RRHH) https://t.co/Ew0xfpnSPm",2022-07-04 23:03:55,es,,0.0,0.0,,ONEDigital.mx,"15 años compartiendo Tecnología - #PodcastONE Todos los Viernes de 4 a 6 PM en https://t.co/p0UUbE85JG
 - Compartimos contenido de nuestros 13 blogs",60014.0,884.0,4485.0,5281.0,112.0,False,,,@one_digital
".@UW’s @HWhitemanPhD shares the details of her people analytics courses. Hear more of her insight in the full session.
https://t.co/iYxYILyCLr https://t.co/CYT0ZEjjWj",2022-07-04 22:00:10,en,,1.0,0.0,,People Analytics & Future of Work,"Promoting the ethical and responsible use of people data, analytics, and AI for the benefit of individuals, teams, groups, organizations, and society at large.",954.0,239.0,561.0,1235.0,40.0,False,,,@PAFOWglobal
